X,Y,OBJECTID_1,OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationNam
-10125261.5654,4309936.1947,1050,1058,Station Building (with waiting room),TRAIN,72476,AR,Walnut Ridge, ,109 Southwest Front Street, ,WNR,"Walnut Ridge, AR"
-8932895.3353,4314360.485,1051,1059,Station Building (with waiting room),BUS,27101,NC,Winston-Salem, ,100 West 5th Street,Clark Campbell Transp Center,WNS,"Winston-Salem, NC"
-13792696.1721,5806262.1826,1052,1060,Curbside Bus Stop only (no shelter),BUS,97146,OR,Warrenton, ,695 S. Highway 101, ,WNT,"Warrenton, OR"
-7919694.2193,5238796.2989,1053,1061,Station Building (with waiting room),TRAIN,01801,MA,Woburn, ,100 Atlantic Avenue, ,WOB,"Woburn, MA"
-7992162.0054,5200229.7098,1054,1062,Station Building (with waiting room),TRAIN,01604,MA,Worcester, ,2 Washington Square,Union Station,WOR,"Worcester, MA"
-8912481.8516,3087605.4559,1055,1063,Station Building (with waiting room),TRAIN,33401,FL,West Palm Beach, ,209 South Tamarind Avenue, ,WPB,"West Palm Beach, FL"
-9056062.7812,3324465.7072,1056,1064,Station Building (with waiting room),TRAIN,32789,FL,Winter Park, ,148 West Morse Boulevard, ,WPK,"Winter Park, FL"
-9876040.164,5408875.4015,1057,1065,Curbside Bus Stop only (no shelter),BUS,53963,WI,Waupun, ,928 East Main Street, ,WPN,"Waupun, WI"
-13733837.3174,5801122.7227,1058,1066,Curbside Bus Stop only (no shelter),BUS,97016,OR,Westport, ,49332 U.S. Highway 30, ,WPO,"Westport, OR"
-11773511.725,4849620.6412,1059,1067,Platform with Shelter,TRAIN,80402,CO,Winter Park, ,85 Parsenn Road,Winter Park Resort Trn Platform,WPR,"Winter Park, CO"
-11773354.8758,4849055.7206,1060,1068,Curbside Bus Stop only (no shelter),BUS,80402,CO,Winter Park, ,Cabriolet Way,Winter Park Shuttle Bus Stop,WPS,"Winter Park, CO"
-11760096.8678,6122120.5899,1061,1069,Station Building (with waiting room),TRAIN,59201,MT,Wolf Point, ,320 Front Street, ,WPT,"Wolf Point, MT"
-8212672.8621,5387842.7685,1062,1070,Curbside Bus Stop only (no shelter),BUS,12885,NY,Warrensburg, ,3867 Main Street, ,WRB,"Warrensburg, NY"
-8050322.0154,5411098.2722,1063,1071,Station Building (with waiting room),TRAIN,05001,VT,White River Junction, ,102 Railroad Row, ,WRJ,"White River Junction, VT"
-8449167.751,5464605.2897,1064,1072,Station Building (with waiting room),BUS,13601,NY,Watertown, ,22088 Route 11 North, ,WRT,"Watertown, NY"
-9961323.9468,5448095.2179,1065,1073,Curbside Bus Stop only (no shelter),BUS,53964,WI,Westfield, ,244 North Pioneer Park Road, ,WSF,"Westfield, WI"
-9976968.6959,5615142.2153,1066,1074,Curbside Bus Stop only (no shelter),BUS,54403,WI,Wausau, ,555 Jefferson Street,Transit Center,WSJ,"Wausau, WI"
-8176614.1349,5494472.7118,1067,1075,Station Building (with waiting room),TRAIN,12993,NY,Westport, ,6705 Main Street, ,WSP,"Westport, NY"
-8939401.1935,4549302.1899,1068,1076,Platform with Shelter,TRAIN,24986,WV,White Sulphur Springs, ,315 West Main Street, ,WSS,"White Sulphur Springs, WV"
-7759996.0137,5461725.0142,1069,1077,Curbside Bus Stop only (no shelter),BUS,04578,ME,Wiscasset, ,639 Bath Road, ,WST,"Wiscasset, ME"
-9978194.8791,5598618.1528,1070,1078,Station Building (with waiting room),BUS,54474,WI,Rothschild, ,2415 Trailwood Lane,Lamers Connect bus station,WSU,"Wausau-Rothschild, WI"
-9098685.3546,3249245.0099,1071,1079,Station Building (with waiting room),TRAIN,33880,FL,Winter Haven, ,1800 7th Street SW, ,WTH,"Winter Haven, FL"
-9464862.1075,5076245.7649,1072,1080,Station Building (with waiting room),TRAIN,46793,IN,Waterloo, ,485 West Van Vleek Street, ,WTI,"Waterloo, IN"
-11535029.953,6130679.2585,1073,1081,Station Building (with waiting room),TRAIN,58801,ND,Williston, ,1 South Main Street, ,WTN,"Williston, ND"
-13731372.3519,4780946.7811,1074,1082,Curbside Bus Stop only (no shelter),BUS,95490,CA,Willits, ,298 East Commercial Street,Calif Western Railroad Depot,WTS,"Willits, CA"
-13173717.2864,5790931.2705,1075,1083,Curbside Bus Stop only (no shelter),BUS,99362,WA,Walla Walla, ,108 West Main Street, ,WWA,"Walla Walla, WA"
-9132597.7373,3358623.4009,1076,1084,Station Building (with waiting room),BUS,34785,FL,Wildwood, ,601 North Main Street, ,WWD,"Wildwood, FL"
-10064978.0145,3875209.8436,1077,1085,Platform with Shelter,TRAIN,39194,MS,Yazoo City, ,West Broadway (SR149) & North Water Street, ,YAZ,"Yazoo City, MS"
-8999836.1985,3854002.695,1078,1086,Platform with Shelter,TRAIN,29945,SC,Yemassee, ,15 Wall Street, ,YEM,"Yemassee, SC"
-8226762.4447,5002846.4747,1079,1087,Station Building (with waiting room),TRAIN,10701,NY,Yonkers, ,5 Buena Vista Avenue, ,YNY,"Yonkers, NY"
-13310540.2834,4542442.5474,1080,1088,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,9010 Curry Village Drive,Curry Village,YOC,"Yosemite National Park, CA"
-13335758.6052,4544611.1077,1081,1089,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,8028 Big Oak Flat Road,Crane Flat,YOF,"Yosemite National Park, CA"
-13320220.4028,4514316.8716,1082,1090,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,1 Forest Drive,Wawona,YOH,"Yosemite National Park, CA"
-13317190.0627,4509991.0694,1083,1091,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,Mariposa Grove Road,Mariposa Grove,YOM,"Yosemite National Park, CA"
-13313738.0477,4543134.5686,1084,1092,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,9006 Yosemite Lodge Drive,Yosemite Valley Lodge,YOS,"Yosemite National Park, CA"
-13288632.1605,4561394.0275,1085,1093,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,Tioga Pass Road,Tuolomne Meadows,YOT,"Yosemite National Park, CA"
-13312289.447,4543894.2124,1086,1094,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,9035 Village Drive,Visitor Center,YOV,"Yosemite National Park, CA"
-13319299.7946,4561026.812,1087,1095,Curbside Bus Stop only (no shelter),BUS,95389,CA,Yosemite National Park, ,Old Tioga Road at Highway 120 East,White Wolf Lodge,YOW,"Yosemite National Park, CA"
-12758948.2751,3858613.3397,1088,1096,Platform only (no shelter),TRAIN,85364,AZ,Yuma, ,281 Gila Street, ,YUM,"Yuma, AZ"
